,Unnamed: 0,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
5942,5942,Male,Yes,48,Yes,Artist,4.0,Low,1.0,Cat_6,B
5944,5944,Male,Yes,36,Yes,Healthcare,3.0,Low,2.0,Cat_6,C
5946,5946,Female,Yes,60,Yes,Artist,4.0,Average,2.0,Cat_3,A
5948,5948,Female,,43,No,Engineer,2.0,Average,3.0,Cat_4,C
5959,5959,Male,Yes,63,Yes,Artist,5.0,Average,4.0,Cat_6,A
5963,5963,Female,No,33,Yes,Healthcare,3.0,Low,4.0,Cat_4,D
5964,5964,Male,No,57,Yes,Entertainment,4.0,Low,1.0,,A
5967,5967,Male,Yes,35,Yes,Artist,12.0,Average,2.0,Cat_6,A
5969,5969,Female,Yes,66,No,Doctor,9.0,Average,2.0,Cat_6,A
5982,5982,Female,No,43,Yes,Artist,8.0,Low,1.0,Cat_6,A
5987,5987,Male,No,32,No,Doctor,3.0,Low,7.0,Cat_4,A
6004,6004,Female,No,46,No,Homemaker,9.0,Low,1.0,Cat_6,D
6006,6006,Male,No,35,Yes,Artist,2.0,Low,2.0,Cat_6,A
6007,6007,Male,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,A
6010,6010,Female,Yes,60,Yes,Artist,7.0,Low,,Cat_6,A
6013,6013,Female,No,33,No,Marketing,9.0,Low,4.0,Cat_2,D
6015,6015,Female,Yes,38,Yes,Engineer,8.0,Low,3.0,Cat_6,A
6018,6018,Female,Yes,32,No,Homemaker,9.0,Average,4.0,Cat_2,C
6020,6020,Male,No,52,No,Artist,5.0,Low,1.0,Cat_6,B
6021,6021,Female,Yes,58,Yes,Doctor,5.0,Average,3.0,Cat_2,D
6026,6026,Male,Yes,40,Yes,Artist,4.0,Low,1.0,Cat_6,A
6030,6030,Male,Yes,31,Yes,Healthcare,2.0,High,3.0,Cat_3,A
6032,6032,Male,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,B
6035,6035,Male,Yes,35,Yes,Artist,5.0,Average,2.0,Cat_6,D
6036,6036,Male,Yes,36,No,Doctor,6.0,Low,3.0,Cat_6,A
6043,6043,Male,Yes,35,Yes,Artist,7.0,Low,2.0,Cat_6,A
6053,6053,Female,No,35,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
6055,6055,Male,Yes,33,Yes,Artist,2.0,Low,,Cat_3,C
6064,6064,Male,Yes,62,Yes,,8.0,Average,2.0,Cat_6,C
6076,6076,Male,Yes,43,No,Executive,3.0,High,4.0,Cat_6,B
6077,6077,Female,Yes,55,Yes,Artist,6.0,Low,,Cat_6,C
6078,6078,Female,Yes,40,Yes,Artist,7.0,Average,3.0,Cat_4,D
6088,6088,Male,Yes,72,Yes,Homemaker,9.0,Low,,,A
6094,6094,Female,No,37,Yes,Doctor,7.0,Low,5.0,Cat_2,A
6095,6095,Female,No,42,Yes,Artist,2.0,Low,1.0,Cat_6,A
6096,6096,Female,Yes,39,Yes,Healthcare,4.0,Low,2.0,Cat_6,A
6100,6100,Female,Yes,62,Yes,Artist,3.0,Low,2.0,Cat_6,C
6105,6105,Female,Yes,35,Yes,Healthcare,10.0,Low,2.0,Cat_6,B
6107,6107,Male,Yes,52,Yes,Homemaker,7.0,Average,3.0,Cat_3,D
6108,6108,Female,Yes,40,Yes,Artist,3.0,High,2.0,Cat_5,C
6113,6113,Male,Yes,61,Yes,Entertainment,6.0,Average,2.0,Cat_6,A
6115,6115,Male,Yes,61,Yes,Executive,9.0,High,2.0,Cat_6,C
6120,6120,Male,Yes,37,Yes,Entertainment,7.0,Low,2.0,Cat_6,A
6125,6125,Female,No,37,No,Homemaker,8.0,Low,1.0,Cat_6,D
6129,6129,Male,Yes,40,Yes,Entertainment,5.0,Average,5.0,Cat_6,A
6140,6140,Male,No,31,Yes,Doctor,3.0,Low,4.0,Cat_6,C
6142,6142,Female,Yes,48,Yes,Artist,2.0,Average,2.0,Cat_6,C
6143,6143,Female,Yes,62,No,Engineer,4.0,Low,1.0,Cat_4,B
6145,6145,Female,No,40,No,Entertainment,12.0,Low,4.0,Cat_6,A
6153,6153,Male,No,53,Yes,Artist,3.0,Low,1.0,Cat_6,B
6154,6154,Male,Yes,45,Yes,Engineer,5.0,Average,5.0,Cat_6,B
6166,6166,Female,Yes,43,Yes,Artist,2.0,Average,3.0,Cat_6,B
6185,6185,Male,Yes,33,Yes,Healthcare,9.0,Low,2.0,Cat_6,D
6186,6186,Female,Yes,51,Yes,Entertainment,7.0,Average,2.0,Cat_6,A
6190,6190,Female,Yes,38,Yes,Artist,9.0,High,2.0,Cat_2,B
6193,6193,Female,Yes,46,No,Engineer,8.0,Low,1.0,Cat_6,A
6203,6203,Male,Yes,58,No,Executive,4.0,High,3.0,Cat_6,C
6209,6209,Female,No,36,Yes,Engineer,4.0,Low,1.0,Cat_7,A
6210,6210,Female,Yes,63,Yes,Artist,5.0,Low,1.0,Cat_3,C
6211,6211,Male,Yes,62,No,Executive,9.0,High,3.0,Cat_6,B
6212,6212,Female,No,39,Yes,Homemaker,10.0,Low,1.0,Cat_2,D
6213,6213,Male,No,39,Yes,Healthcare,3.0,Low,2.0,Cat_6,D
6226,6226,Female,Yes,48,No,Engineer,5.0,Average,6.0,Cat_4,D
6233,6233,Female,No,41,Yes,Artist,8.0,Low,2.0,Cat_6,A
6234,6234,Male,Yes,35,Yes,Healthcare,6.0,Average,2.0,Cat_6,A
6239,6239,Male,Yes,37,Yes,Artist,6.0,Average,2.0,Cat_3,A
6241,6241,Female,No,40,Yes,Artist,6.0,Low,2.0,Cat_6,B
6250,6250,Female,Yes,53,Yes,Artist,2.0,Average,4.0,Cat_6,C
6251,6251,Female,No,38,Yes,Engineer,10.0,Low,1.0,Cat_6,B
6252,6252,Male,Yes,43,Yes,Artist,9.0,High,2.0,Cat_4,B
6253,6253,Female,No,36,Yes,Engineer,9.0,Low,5.0,Cat_6,D
6258,6258,Male,No,36,Yes,Artist,6.0,Low,3.0,Cat_2,B
6262,6262,Male,Yes,57,Yes,Executive,7.0,High,2.0,Cat_4,C
6263,6263,Male,Yes,43,Yes,Healthcare,7.0,High,2.0,Cat_6,A
6269,6269,Male,No,32,,Doctor,8.0,Low,2.0,Cat_6,D
6275,6275,Male,No,41,Yes,,2.0,Low,2.0,Cat_2,A
6278,6278,Female,No,33,Yes,Artist,5.0,Low,2.0,Cat_4,B
6281,6281,Male,Yes,40,No,Entertainment,5.0,Low,4.0,Cat_3,D
6282,6282,Female,No,39,Yes,Doctor,2.0,Low,1.0,Cat_6,B
6287,6287,Female,Yes,41,No,Engineer,9.0,Average,2.0,Cat_3,B
6292,6292,Male,No,31,No,Healthcare,8.0,Low,4.0,Cat_6,D
6294,6294,Female,Yes,51,Yes,Artist,6.0,Average,3.0,Cat_6,C
6296,6296,Male,Yes,49,Yes,Entertainment,7.0,Average,4.0,Cat_6,C
6297,6297,Female,No,37,Yes,Artist,12.0,Low,1.0,Cat_4,A
6299,6299,Female,No,38,Yes,Artist,9.0,Low,1.0,Cat_6,A
6300,6300,Female,Yes,43,Yes,Artist,3.0,Average,4.0,Cat_6,C
6301,6301,Female,No,89,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
6302,6302,Male,Yes,55,Yes,Artist,2.0,Low,2.0,Cat_6,B
6306,6306,Female,Yes,38,Yes,Artist,5.0,Average,3.0,Cat_1,D
6311,6311,Male,No,31,Yes,Artist,5.0,Low,2.0,Cat_6,B
6313,6313,Male,Yes,55,Yes,Artist,2.0,Low,1.0,Cat_6,B
6317,6317,Male,Yes,33,Yes,Executive,11.0,High,9.0,Cat_4,A
6318,6318,Male,No,33,No,Healthcare,8.0,Low,4.0,,D
6323,6323,Male,No,37,Yes,Artist,2.0,Low,1.0,Cat_6,B
6325,6325,Female,No,32,Yes,Engineer,9.0,Low,1.0,Cat_6,A
6333,6333,Male,Yes,68,Yes,Artist,2.0,Low,1.0,Cat_6,B
6341,6341,Female,No,36,Yes,Homemaker,6.0,Low,1.0,Cat_3,B
6347,6347,Male,No,51,Yes,Artist,5.0,Low,1.0,Cat_6,B
6348,6348,Male,Yes,36,Yes,Artist,8.0,Average,2.0,Cat_6,C
6349,6349,Male,No,33,No,Healthcare,3.0,Low,4.0,Cat_6,D
6350,6350,Female,Yes,32,No,Engineer,3.0,Low,2.0,Cat_6,C
6353,6353,Male,Yes,50,Yes,Executive,9.0,High,3.0,Cat_2,C
6354,6354,Female,No,43,Yes,Entertainment,14.0,Low,1.0,Cat_6,A
6357,6357,Male,Yes,47,No,Entertainment,4.0,Average,3.0,Cat_6,B
6359,6359,Male,Yes,35,Yes,Executive,6.0,Average,4.0,Cat_6,B
6360,6360,Male,Yes,32,Yes,Marketing,13.0,High,4.0,Cat_4,A
6363,6363,Female,No,32,No,Homemaker,12.0,Low,1.0,Cat_6,A
6364,6364,Female,Yes,45,No,Artist,4.0,Average,4.0,Cat_6,B
6365,6365,Female,Yes,36,Yes,Artist,5.0,Low,2.0,Cat_6,C
6367,6367,Male,Yes,37,No,Doctor,2.0,Average,4.0,Cat_6,A
6372,6372,Female,,62,Yes,Artist,4.0,Average,3.0,Cat_6,B
6377,6377,Female,Yes,51,Yes,Artist,3.0,Average,6.0,Cat_6,C
6381,6381,Female,No,36,Yes,Artist,5.0,Low,1.0,Cat_6,A
6393,6393,Male,Yes,38,Yes,Artist,6.0,Low,1.0,Cat_7,D
6399,6399,Female,Yes,38,Yes,Healthcare,3.0,Average,3.0,Cat_2,D
6404,6404,Male,Yes,61,No,Engineer,7.0,Average,5.0,Cat_4,D
6405,6405,Male,Yes,35,Yes,Executive,2.0,Average,5.0,Cat_6,B
6408,6408,Female,Yes,45,Yes,Homemaker,8.0,Low,,Cat_3,A
6416,6416,Male,Yes,40,No,Entertainment,3.0,Average,5.0,Cat_2,B
6420,6420,Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,C
6431,6431,Male,Yes,35,No,Artist,9.0,Low,3.0,Cat_7,A
6433,6433,Female,No,33,Yes,Healthcare,4.0,Low,8.0,Cat_5,D
6441,6441,Female,No,40,Yes,Entertainment,6.0,Low,,Cat_6,C
6443,6443,Male,No,33,No,Marketing,11.0,Low,9.0,Cat_6,D
6446,6446,Female,Yes,49,Yes,Homemaker,9.0,Average,3.0,Cat_6,C
6448,6448,Male,Yes,68,Yes,Artist,5.0,High,2.0,Cat_6,A
6456,6456,Female,Yes,67,Yes,Artist,9.0,Low,3.0,Cat_6,B
6464,6464,Male,Yes,62,No,Entertainment,8.0,Low,2.0,Cat_3,B
6465,6465,Female,No,36,Yes,Healthcare,2.0,Low,,Cat_6,A
6474,6474,Male,Yes,56,Yes,Artist,8.0,Average,3.0,Cat_6,C
6478,6478,Female,Yes,51,No,Engineer,4.0,Low,2.0,Cat_4,D
6479,6479,Female,No,40,Yes,Artist,9.0,Low,1.0,Cat_6,D
6481,6481,Female,Yes,37,Yes,Artist,5.0,Average,2.0,Cat_6,B
6483,6483,Male,Yes,46,Yes,Homemaker,11.0,Low,1.0,Cat_3,A
6484,6484,Male,Yes,57,Yes,Homemaker,5.0,High,2.0,Cat_6,A
6495,6495,Male,Yes,57,Yes,Executive,7.0,High,2.0,Cat_6,C
6496,6496,Male,No,31,No,Marketing,4.0,Low,1.0,Cat_3,D
6499,6499,Male,No,41,Yes,Artist,9.0,Low,2.0,Cat_6,A
6504,6504,Male,No,32,No,Doctor,10.0,Low,2.0,Cat_6,D
6505,6505,Female,No,33,Yes,Healthcare,5.0,Low,4.0,Cat_6,C
6507,6507,Male,Yes,38,Yes,Doctor,7.0,Average,2.0,Cat_6,A
6509,6509,Male,Yes,47,Yes,Artist,3.0,Average,4.0,Cat_6,C
6510,6510,Male,Yes,41,Yes,Artist,4.0,Low,4.0,Cat_6,A
6512,6512,Female,Yes,36,No,Doctor,14.0,Average,2.0,Cat_6,A
6514,6514,Female,Yes,43,Yes,Entertainment,8.0,Low,1.0,Cat_6,B
6520,6520,Male,No,43,Yes,Artist,14.0,Low,1.0,Cat_3,B
6521,6521,Male,No,53,Yes,Artist,2.0,Low,2.0,Cat_2,B
6525,6525,Male,Yes,45,Yes,Executive,4.0,High,5.0,Cat_6,A
6532,6532,Female,No,42,Yes,Healthcare,8.0,Low,1.0,Cat_7,D
6542,6542,Female,,50,Yes,Artist,8.0,Average,1.0,Cat_6,A
6548,6548,Male,Yes,37,No,Entertainment,8.0,Average,3.0,Cat_6,B
6549,6549,Female,Yes,40,Yes,Artist,9.0,Average,2.0,Cat_6,B
6555,6555,Male,No,31,No,Entertainment,9.0,Low,2.0,Cat_2,C
6561,6561,Male,Yes,35,Yes,Artist,9.0,Average,2.0,Cat_4,A
6564,6564,Female,No,40,Yes,Healthcare,9.0,Low,1.0,Cat_4,D
6574,6574,Male,Yes,45,No,Executive,11.0,High,9.0,Cat_4,A
6575,6575,Male,No,33,Yes,Healthcare,4.0,Low,1.0,Cat_6,D
6578,6578,Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_2,C
6579,6579,Male,Yes,50,Yes,Artist,2.0,Average,4.0,Cat_6,B
6582,6582,Female,No,43,Yes,Doctor,3.0,Low,1.0,Cat_2,A
6593,6593,Female,Yes,37,Yes,Artist,3.0,Low,2.0,Cat_6,C
6595,6595,Male,Yes,48,No,Entertainment,5.0,Average,2.0,Cat_2,C
6601,6601,Male,No,63,Yes,Artist,4.0,Low,1.0,Cat_6,A
6604,6604,Female,No,38,Yes,Artist,7.0,Low,7.0,Cat_2,C
6606,6606,Female,No,42,Yes,Homemaker,10.0,Low,1.0,Cat_6,A
6611,6611,Female,Yes,58,Yes,Homemaker,2.0,Low,1.0,Cat_6,C
6621,6621,Female,No,52,Yes,Engineer,3.0,Low,1.0,Cat_6,A
6622,6622,Female,No,33,No,Engineer,7.0,Low,6.0,Cat_4,C
6624,6624,Female,Yes,40,Yes,Entertainment,12.0,Low,6.0,Cat_6,A
6634,6634,Female,Yes,36,Yes,Artist,5.0,Low,2.0,Cat_6,B
6636,6636,Female,Yes,36,Yes,Artist,7.0,Average,2.0,Cat_6,C
6638,6638,Male,Yes,46,Yes,Doctor,2.0,Low,4.0,Cat_3,A
6647,6647,Female,No,35,Yes,Artist,12.0,Low,3.0,Cat_6,A
6651,6651,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,C
6652,6652,Male,No,40,Yes,Doctor,9.0,Low,,Cat_6,C
6656,6656,Male,No,42,No,Executive,9.0,Low,3.0,Cat_4,D
6661,6661,Male,Yes,35,Yes,Doctor,9.0,High,3.0,Cat_6,A
6667,6667,Female,Yes,52,Yes,Artist,9.0,Low,2.0,Cat_6,C
6671,6671,Male,Yes,39,Yes,Artist,5.0,Average,2.0,Cat_6,A
6677,6677,Male,Yes,55,Yes,Artist,4.0,Average,4.0,Cat_6,A
6681,6681,Male,Yes,76,Yes,Lawyer,8.0,High,2.0,Cat_6,A
6682,6682,Female,Yes,37,Yes,Artist,3.0,Average,3.0,Cat_3,B
6683,6683,Female,No,38,Yes,Engineer,8.0,Low,4.0,Cat_6,A
6685,6685,Male,No,37,Yes,Artist,8.0,Low,1.0,Cat_6,A
6687,6687,Female,No,43,Yes,Artist,9.0,Low,1.0,Cat_6,A
6688,6688,Female,Yes,32,No,Engineer,9.0,Low,4.0,Cat_6,A
6689,6689,Male,No,32,No,Doctor,12.0,Low,4.0,Cat_6,D
6692,6692,Female,No,31,No,Entertainment,11.0,Low,5.0,Cat_7,D
6695,6695,Female,No,42,Yes,Engineer,11.0,Low,1.0,Cat_6,D
6697,6697,Female,Yes,35,Yes,Artist,3.0,Average,2.0,Cat_6,C
6707,6707,Female,No,37,Yes,Artist,9.0,Low,1.0,Cat_6,A
6709,6709,Male,Yes,45,No,Doctor,9.0,High,4.0,Cat_6,D
6710,6710,Female,No,39,Yes,Entertainment,7.0,Low,1.0,Cat_6,A
6711,6711,Male,No,33,No,Engineer,2.0,Low,4.0,Cat_3,D
6712,6712,Female,No,36,No,Engineer,14.0,Low,4.0,Cat_6,D
6714,6714,Male,Yes,32,Yes,Homemaker,2.0,Average,2.0,Cat_3,C
6715,6715,Male,Yes,46,Yes,Entertainment,5.0,Low,1.0,Cat_2,C
6716,6716,Female,No,38,Yes,Artist,7.0,Low,1.0,Cat_6,C
6722,6722,Female,Yes,45,Yes,Engineer,2.0,High,2.0,Cat_4,A
6735,6735,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_3,B
6736,6736,Female,Yes,45,Yes,Artist,3.0,Average,3.0,Cat_6,B
6739,6739,Male,Yes,71,No,Executive,5.0,Low,3.0,Cat_4,B
6742,6742,Male,Yes,43,Yes,Doctor,14.0,Low,2.0,Cat_6,A
6744,6744,Female,Yes,80,Yes,Artist,6.0,Average,2.0,Cat_6,C
6745,6745,Female,Yes,46,Yes,Artist,3.0,High,3.0,Cat_4,B
6746,6746,Female,Yes,41,Yes,Artist,3.0,Average,2.0,Cat_6,A
6767,6767,Female,Yes,52,Yes,Artist,3.0,Low,1.0,Cat_6,A
6768,6768,Male,Yes,53,Yes,Doctor,4.0,Average,2.0,Cat_6,C
6769,6769,Male,Yes,38,Yes,Artist,4.0,Average,3.0,Cat_6,B
6788,6788,Female,No,46,Yes,Artist,6.0,Low,2.0,Cat_6,C
6792,6792,Female,No,39,Yes,Artist,5.0,Low,3.0,Cat_6,B
6797,6797,Male,No,39,No,Engineer,5.0,Low,2.0,Cat_6,D
6804,6804,Male,Yes,51,No,Entertainment,7.0,Average,3.0,Cat_6,C
6810,6810,Male,Yes,41,Yes,Entertainment,2.0,Average,3.0,Cat_4,D
6811,6811,Male,Yes,70,Yes,Lawyer,8.0,Average,2.0,Cat_6,C
6815,6815,Male,Yes,42,Yes,Entertainment,3.0,Average,4.0,Cat_6,A
6826,6826,Female,No,40,Yes,Healthcare,8.0,Low,1.0,Cat_7,D
6827,6827,Female,Yes,38,Yes,Artist,2.0,Low,1.0,Cat_4,A
6828,6828,Male,Yes,62,Yes,Artist,10.0,Low,1.0,Cat_6,B
6831,6831,Male,No,35,Yes,Artist,9.0,Low,1.0,Cat_6,A
6851,6851,Male,Yes,38,Yes,Entertainment,9.0,Average,3.0,Cat_6,B
6854,6854,Female,No,41,Yes,Entertainment,5.0,Low,4.0,Cat_6,A
6856,6856,Female,Yes,35,Yes,Artist,8.0,Average,2.0,Cat_6,C
6870,6870,Male,No,41,Yes,Artist,7.0,Low,1.0,Cat_6,A
6875,6875,Female,Yes,62,Yes,Artist,5.0,Average,5.0,Cat_6,C
6877,6877,Female,Yes,43,Yes,Healthcare,6.0,Average,2.0,Cat_6,B
6879,6879,Female,No,47,Yes,Homemaker,9.0,Low,3.0,Cat_4,A
6884,6884,Female,Yes,52,Yes,Engineer,7.0,High,4.0,Cat_6,C
6885,6885,Male,Yes,33,No,Executive,4.0,High,4.0,Cat_3,B
6887,6887,Female,Yes,41,Yes,Artist,11.0,Average,4.0,Cat_6,C
6890,6890,Male,Yes,35,Yes,Executive,9.0,High,4.0,Cat_6,A
6892,6892,Male,No,35,Yes,Artist,8.0,Low,1.0,Cat_6,B
6895,6895,Male,Yes,41,Yes,Artist,6.0,Average,2.0,Cat_6,C
6897,6897,Male,Yes,47,Yes,Artist,2.0,Low,1.0,Cat_6,D
6909,6909,Male,Yes,40,Yes,Artist,9.0,Average,3.0,Cat_6,C
6910,6910,Male,Yes,83,Yes,Artist,2.0,High,2.0,Cat_6,A
6911,6911,Female,Yes,52,No,Doctor,4.0,Low,1.0,Cat_4,C
6916,6916,Male,Yes,35,Yes,Healthcare,5.0,High,4.0,Cat_6,C
6917,6917,Female,Yes,52,Yes,Artist,14.0,Average,2.0,Cat_6,C
6928,6928,Female,Yes,37,Yes,Artist,6.0,Low,2.0,Cat_6,B
6934,6934,Male,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_3,A
6939,6939,Male,No,50,Yes,Marketing,3.0,Low,4.0,Cat_6,D
6945,6945,Female,No,51,Yes,Artist,2.0,Low,1.0,Cat_6,B
6948,6948,Male,Yes,62,Yes,Artist,8.0,Low,1.0,Cat_6,D
6961,6961,Female,No,36,Yes,Entertainment,7.0,Low,5.0,,D
6962,6962,Male,Yes,65,No,Entertainment,7.0,Average,4.0,Cat_4,D
6967,6967,Female,Yes,62,Yes,Lawyer,9.0,Average,2.0,Cat_4,B
6968,6968,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_3,D
6971,6971,Female,Yes,47,No,Homemaker,3.0,High,3.0,Cat_6,B
6977,6977,Male,Yes,45,Yes,Executive,4.0,High,3.0,Cat_6,A
6979,6979,Male,No,53,Yes,Entertainment,4.0,Low,1.0,Cat_6,A
6982,6982,Female,Yes,40,Yes,Engineer,8.0,Average,4.0,Cat_4,D
6986,6986,Male,Yes,52,Yes,Artist,7.0,Average,4.0,Cat_6,B
6992,6992,Male,Yes,45,Yes,Artist,4.0,Average,2.0,Cat_6,C
6997,6997,Male,No,47,Yes,Entertainment,4.0,Low,1.0,Cat_6,A
6999,6999,Male,No,35,Yes,Doctor,8.0,Low,1.0,Cat_6,A
7004,7004,Female,Yes,47,No,Artist,7.0,Low,1.0,Cat_6,C
7008,7008,Female,,53,No,Artist,9.0,Low,2.0,Cat_6,B
7015,7015,Male,No,37,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
7018,7018,Male,Yes,70,Yes,Lawyer,3.0,Low,1.0,Cat_6,D
7037,7037,Male,Yes,46,No,Entertainment,8.0,Low,1.0,Cat_1,B
7041,7041,Female,Yes,47,Yes,Artist,7.0,Average,4.0,Cat_6,C
7043,7043,Female,No,41,No,Marketing,9.0,Low,3.0,Cat_3,B
7045,7045,Male,No,32,Yes,Marketing,8.0,Low,1.0,Cat_6,D
7046,7046,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,A
7048,7048,Female,Yes,43,No,Entertainment,7.0,Average,5.0,Cat_2,B
7051,7051,Male,Yes,39,Yes,Entertainment,2.0,Average,2.0,Cat_6,C
7053,7053,Female,Yes,45,Yes,Artist,4.0,High,4.0,Cat_6,C
7060,7060,Female,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,B
7062,7062,Male,Yes,61,Yes,Doctor,5.0,Low,3.0,Cat_6,D
7069,7069,Male,Yes,69,No,Executive,2.0,High,1.0,Cat_6,D
7071,7071,Male,Yes,48,Yes,Doctor,9.0,Average,5.0,Cat_6,C
7074,7074,Female,Yes,51,Yes,Artist,8.0,Low,2.0,Cat_6,C
7085,7085,Female,No,32,Yes,Healthcare,3.0,Low,2.0,Cat_6,C
7086,7086,Male,No,41,,Entertainment,6.0,Low,1.0,Cat_6,A
7089,7089,Female,No,51,Yes,Entertainment,4.0,Low,1.0,Cat_6,A
7093,7093,Male,No,41,Yes,Artist,2.0,Low,3.0,Cat_6,A
7094,7094,Female,Yes,66,Yes,Artist,4.0,Low,2.0,Cat_6,A
7103,7103,Female,No,33,Yes,Entertainment,11.0,Low,3.0,Cat_6,A
7108,7108,Female,Yes,45,Yes,Artist,3.0,High,4.0,Cat_2,C
7112,7112,Male,Yes,53,Yes,Healthcare,3.0,High,4.0,Cat_7,B
7118,7118,Female,No,40,Yes,Engineer,9.0,Low,2.0,Cat_4,B
7126,7126,Female,Yes,39,,Doctor,2.0,Low,1.0,Cat_3,A
7127,7127,Male,Yes,51,Yes,Doctor,5.0,Average,7.0,Cat_6,A
7129,7129,Female,,43,No,Engineer,8.0,Average,5.0,Cat_4,A
7133,7133,Male,Yes,48,Yes,Executive,6.0,High,4.0,Cat_6,C
7137,7137,Male,No,33,No,Marketing,2.0,Low,3.0,Cat_6,D
7141,7141,Female,Yes,43,Yes,Engineer,9.0,Average,2.0,Cat_6,C
7146,7146,Female,No,42,No,Doctor,8.0,Low,1.0,Cat_3,A
7153,7153,Male,Yes,82,Yes,Lawyer,7.0,Low,1.0,Cat_6,A
7156,7156,Male,Yes,35,Yes,Executive,4.0,High,4.0,Cat_6,C
7158,7158,Male,No,40,Yes,Healthcare,8.0,Low,3.0,Cat_2,D
7159,7159,Male,Yes,52,Yes,Doctor,4.0,Average,3.0,Cat_6,A
7160,7160,Female,,61,Yes,Engineer,9.0,Average,3.0,Cat_6,B
7165,7165,Male,Yes,79,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
7166,7166,Female,No,62,No,Entertainment,2.0,Low,1.0,Cat_6,A
7167,7167,Male,Yes,48,Yes,Doctor,5.0,Average,3.0,Cat_5,B
7171,7171,Male,Yes,42,Yes,Executive,9.0,High,6.0,Cat_7,B
7176,7176,Male,Yes,42,No,Engineer,5.0,Average,4.0,Cat_4,A
7180,7180,Female,Yes,37,Yes,Homemaker,9.0,High,2.0,Cat_6,C
7185,7185,Male,Yes,53,Yes,Artist,6.0,Average,2.0,Cat_6,C
7187,7187,Male,No,42,Yes,Entertainment,2.0,Low,1.0,Cat_3,B
7190,7190,Male,No,31,No,Engineer,8.0,Low,2.0,Cat_3,D
7192,7192,Male,Yes,33,No,Engineer,14.0,Low,1.0,Cat_6,D
7194,7194,Male,Yes,48,Yes,Artist,3.0,Low,1.0,Cat_6,B
7198,7198,Female,Yes,40,Yes,Artist,4.0,Average,5.0,Cat_4,B
7199,7199,Male,No,42,Yes,Artist,3.0,Low,1.0,Cat_6,A
7200,7200,Male,No,51,,Artist,6.0,Low,4.0,Cat_4,B
7202,7202,Female,Yes,35,Yes,Artist,9.0,Average,4.0,Cat_6,B
7208,7208,Male,Yes,43,No,Artist,3.0,Average,3.0,Cat_6,B
7210,7210,Female,No,31,No,Healthcare,8.0,Low,4.0,Cat_6,D
7216,7216,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_3,B
7222,7222,Female,Yes,40,Yes,Artist,5.0,High,5.0,,B
7224,7224,Male,Yes,40,No,Engineer,14.0,Average,5.0,Cat_4,A
7228,7228,Female,Yes,89,Yes,Entertainment,6.0,Average,4.0,Cat_2,A
7230,7230,Female,Yes,61,Yes,Artist,2.0,Average,2.0,Cat_6,C
7238,7238,Male,No,32,No,Doctor,9.0,Low,4.0,Cat_3,D
7240,7240,Female,No,46,Yes,Artist,8.0,Low,1.0,Cat_6,C
7241,7241,Female,No,40,Yes,Artist,2.0,Low,1.0,Cat_4,D
7244,7244,Male,No,33,Yes,Entertainment,6.0,Low,1.0,Cat_6,A
7247,7247,Female,Yes,32,Yes,Executive,4.0,High,3.0,Cat_7,C
7249,7249,Female,No,47,Yes,Marketing,9.0,Low,1.0,Cat_6,D
7253,7253,Female,Yes,49,Yes,Artist,7.0,Low,2.0,Cat_6,C
7257,7257,Male,No,42,Yes,Entertainment,4.0,Low,3.0,Cat_6,C
7260,7260,Male,No,39,Yes,Doctor,4.0,Low,3.0,Cat_6,C
7268,7268,Male,No,37,Yes,Entertainment,6.0,Low,4.0,Cat_2,A
7269,7269,Female,No,32,Yes,Homemaker,5.0,Low,1.0,Cat_6,D
7281,7281,Female,Yes,37,Yes,Artist,9.0,Low,2.0,Cat_6,C
7289,7289,Female,No,32,Yes,Marketing,8.0,Low,6.0,Cat_1,A
7298,7298,Female,No,46,Yes,Artist,10.0,Low,2.0,Cat_6,A
7302,7302,Female,Yes,51,Yes,Artist,8.0,Average,2.0,Cat_6,C
7303,7303,Male,Yes,42,Yes,Artist,5.0,Average,2.0,Cat_6,C
7311,7311,Female,,58,No,Marketing,14.0,High,6.0,Cat_3,D
7312,7312,Female,No,32,No,Healthcare,7.0,Low,4.0,Cat_6,D
7313,7313,Male,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,D
7314,7314,Male,Yes,49,Yes,Artist,2.0,Average,4.0,Cat_2,C
7315,7315,Female,Yes,42,Yes,Artist,9.0,Average,3.0,Cat_6,A
